,State,Districts,Type,Operation,Count
8282,TN,Tiruppur,total,recovered,93683
8283,TN,Tiruppur,total,tested,36301
8284,TN,Tiruppur,total,vaccinated1,1671392
8285,TN,Tiruppur,total,vaccinated2,611015
8286,TN,Tiruvannamalai,delta,confirmed,18
8287,TN,Tiruvannamalai,delta,recovered,28
8288,TN,Tiruvannamalai,delta,vaccinated1,4455
8289,TN,Tiruvannamalai,delta,vaccinated2,10228
8290,TN,Tiruvannamalai,delta21_14,confirmed,142
8291,TN,Tiruvannamalai,delta7,confirmed,120
8292,TN,Tiruvannamalai,delta7,recovered,158
8293,TN,Tiruvannamalai,delta7,vaccinated1,31415
8294,TN,Tiruvannamalai,delta7,vaccinated2,73235
8295,TN,Tiruvannamalai,meta,population,2468965
8296,TN,Tiruvannamalai,meta,tested,7/23/2020
8297,TN,Tiruvannamalai,total,confirmed,54968
8298,TN,Tiruvannamalai,total,deceased,667
8299,TN,Tiruvannamalai,total,recovered,54122
8300,TN,Tiruvannamalai,total,tested,76170
8301,TN,Tiruvannamalai,total,vaccinated1,1270049
8302,TN,Tiruvannamalai,total,vaccinated2,533376
8303,TN,Vellore,delta,confirmed,12
8304,TN,Vellore,delta,recovered,15
8305,TN,Vellore,delta,vaccinated1,953
8306,TN,Vellore,delta,vaccinated2,1825
8307,TN,Vellore,delta21_14,confirmed,119
8308,TN,Vellore,delta7,confirmed,117
8309,TN,Vellore,delta7,deceased,1
8310,TN,Vellore,delta7,recovered,139
8311,TN,Vellore,delta7,vaccinated1,18978
8312,TN,Vellore,delta7,vaccinated2,31716
8313,TN,Vellore,meta,population,1614242
8314,TN,Vellore,meta,tested,7/23/2020
8315,TN,Vellore,total,confirmed,49864
8316,TN,Vellore,total,deceased,1131
8317,TN,Vellore,total,recovered,48564
8318,TN,Vellore,total,tested,47936
8319,TN,Vellore,total,vaccinated1,763735
8320,TN,Vellore,total,vaccinated2,336366
8321,TN,Viluppuram,delta,confirmed,10
8322,TN,Viluppuram,delta,recovered,11
8323,TN,Viluppuram,delta,vaccinated1,12953
8324,TN,Viluppuram,delta,vaccinated2,11812
8325,TN,Viluppuram,delta21_14,confirmed,84
8326,TN,Viluppuram,delta7,confirmed,79
8327,TN,Viluppuram,delta7,deceased,1
8328,TN,Viluppuram,delta7,recovered,83
8329,TN,Viluppuram,delta7,vaccinated1,53748
8330,TN,Viluppuram,delta7,vaccinated2,67153
8331,TN,Viluppuram,meta,population,2093003
8332,TN,Viluppuram,meta,tested,7/23/2020
8333,TN,Viluppuram,total,confirmed,45857
8334,TN,Viluppuram,total,deceased,356
8335,TN,Viluppuram,total,recovered,45382
8336,TN,Viluppuram,total,tested,52064
8337,TN,Viluppuram,total,vaccinated1,1085842
8338,TN,Viluppuram,total,vaccinated2,444502
8339,TN,Virudhunagar,delta,confirmed,5
8340,TN,Virudhunagar,delta,recovered,8
8341,TN,Virudhunagar,delta,vaccinated1,1007
8342,TN,Virudhunagar,delta,vaccinated2,3437
8343,TN,Virudhunagar,delta21_14,confirmed,45
8344,TN,Virudhunagar,delta7,confirmed,38
8345,TN,Virudhunagar,delta7,recovered,45
8346,TN,Virudhunagar,delta7,vaccinated1,16628
8347,TN,Virudhunagar,delta7,vaccinated2,50467
8348,TN,Virudhunagar,meta,population,1943309
8349,TN,Virudhunagar,meta,tested,7/23/2020
8350,TN,Virudhunagar,total,confirmed,46294
8351,TN,Virudhunagar,total,deceased,548
8352,TN,Virudhunagar,total,recovered,45687
8353,TN,Virudhunagar,total,tested,28620
8354,TN,Virudhunagar,total,vaccinated1,1072788
8355,TN,Virudhunagar,total,vaccinated2,505098
8356,TR,Dhalai,delta,vaccinated1,5
8357,TR,Dhalai,delta,vaccinated2,531
8358,TR,Dhalai,delta7,confirmed,1
8359,TR,Dhalai,delta7,recovered,2
8360,TR,Dhalai,delta7,vaccinated1,264
8361,TR,Dhalai,delta7,vaccinated2,11234
8362,TR,Dhalai,meta,population,377988
8363,TR,Dhalai,meta,tested,2/2/2021
8364,TR,Dhalai,total,confirmed,7037
8365,TR,Dhalai,total,deceased,35
8366,TR,Dhalai,total,other,1
8367,TR,Dhalai,total,recovered,7000
8368,TR,Dhalai,total,tested,61582
8369,TR,Dhalai,total,vaccinated1,258334
8370,TR,Dhalai,total,vaccinated2,164654
8371,TR,Gomati,delta,vaccinated2,1
8372,TR,Gomati,delta21_14,confirmed,3
8373,TR,Gomati,delta7,confirmed,8
8374,TR,Gomati,delta7,recovered,3
8375,TR,Gomati,delta7,vaccinated1,319
8376,TR,Gomati,delta7,vaccinated2,9611
8377,TR,Gomati,meta,population,436868
8378,TR,Gomati,meta,tested,2/2/2021
8379,TR,Gomati,total,confirmed,8134
8380,TR,Gomati,total,deceased,74
8381,TR,Gomati,total,other,4
8382,TR,Gomati,total,recovered,8043
8383,TR,Gomati,total,tested,47437
8384,TR,Gomati,total,vaccinated1,279099
8385,TR,Gomati,total,vaccinated2,161408
8386,TR,Khowai,delta,confirmed,2
8387,TR,Khowai,delta21_14,confirmed,1
8388,TR,Khowai,delta7,confirmed,3
8389,TR,Khowai,delta7,vaccinated1,373
8390,TR,Khowai,delta7,vaccinated2,5866
8391,TR,Khowai,meta,population,327391
8392,TR,Khowai,meta,tested,2/2/2021
8393,TR,Khowai,total,confirmed,4559
8394,TR,Khowai,total,deceased,54
8395,TR,Khowai,total,recovered,4500
8396,TR,Khowai,total,tested,24046
8397,TR,Khowai,total,vaccinated1,202148
8398,TR,Khowai,total,vaccinated2,111955
8399,TR,North Tripura,delta,confirmed,2
8400,TR,North Tripura,delta21_14,confirmed,8
8401,TR,North Tripura,delta7,confirmed,4
8402,TR,North Tripura,delta7,recovered,8
8403,TR,North Tripura,delta7,vaccinated1,352
8404,TR,North Tripura,delta7,vaccinated2,4099
8405,TR,North Tripura,meta,population,415946
8406,TR,North Tripura,meta,tested,2/2/2021
8407,TR,North Tripura,total,confirmed,7250
8408,TR,North Tripura,total,deceased,34
8409,TR,North Tripura,total,other,7
8410,TR,North Tripura,total,recovered,7199
8411,TR,North Tripura,total,tested,100931
8412,TR,North Tripura,total,vaccinated1,283802
8413,TR,North Tripura,total,vaccinated2,190594
8414,TR,Sipahijala,delta,vaccinated2,9
8415,TR,Sipahijala,delta21_14,confirmed,2
8416,TR,Sipahijala,delta7,confirmed,8
8417,TR,Sipahijala,delta7,recovered,4
8418,TR,Sipahijala,delta7,vaccinated1,451
8419,TR,Sipahijala,delta7,vaccinated2,10397
8420,TR,Sipahijala,meta,population,484233
8421,TR,Sipahijala,meta,tested,2/2/2021
8422,TR,Sipahijala,total,confirmed,6360
8423,TR,Sipahijala,total,deceased,75
8424,TR,Sipahijala,total,other,1
8425,TR,Sipahijala,total,recovered,6273
8426,TR,Sipahijala,total,tested,53067
8427,TR,Sipahijala,total,vaccinated1,330932
8428,TR,Sipahijala,total,vaccinated2,211903
8429,TR,South Tripura,delta,confirmed,1
8430,TR,South Tripura,delta,vaccinated2,1
8431,TR,South Tripura,delta21_14,confirmed,1
8432,TR,South Tripura,delta7,confirmed,4
8433,TR,South Tripura,delta7,recovered,1
8434,TR,South Tripura,delta7,vaccinated1,267
8435,TR,South Tripura,delta7,vaccinated2,5639
8436,TR,South Tripura,meta,population,433737
8437,TR,South Tripura,meta,tested,2/2/2021
8438,TR,South Tripura,total,confirmed,10168
8439,TR,South Tripura,total,deceased,53
8440,TR,South Tripura,total,other,3
8441,TR,South Tripura,total,recovered,10104
8442,TR,South Tripura,total,tested,83030
8443,TR,South Tripura,total,vaccinated1,303987
8444,TR,South Tripura,total,vaccinated2,209259
8445,TR,Unokoti,delta,confirmed,1
8446,TR,Unokoti,delta,vaccinated2,5
8447,TR,Unokoti,delta21_14,confirmed,1
8448,TR,Unokoti,delta7,confirmed,4
8449,TR,Unokoti,delta7,recovered,3
8450,TR,Unokoti,delta7,vaccinated1,762
8451,TR,Unokoti,delta7,vaccinated2,10307
8452,TR,Unokoti,meta,population,277335
8453,TR,Unokoti,meta,tested,2/2/2021
8454,TR,Unokoti,total,confirmed,8609
8455,TR,Unokoti,total,deceased,68
8456,TR,Unokoti,total,other,4
8457,TR,Unokoti,total,recovered,8530
8458,TR,Unokoti,total,tested,34930
8459,TR,Unokoti,total,vaccinated1,173390
8460,TR,Unokoti,total,vaccinated2,101178
8461,TR,West Tripura,delta,confirmed,6
8462,TR,West Tripura,delta,recovered,2
8463,TR,West Tripura,delta,vaccinated1,5
8464,TR,West Tripura,delta,vaccinated2,13
8465,TR,West Tripura,delta21_14,confirmed,33
8466,TR,West Tripura,delta7,confirmed,55
8467,TR,West Tripura,delta7,recovered,41
8468,TR,West Tripura,delta7,vaccinated1,1366
8469,TR,West Tripura,delta7,vaccinated2,17141
8470,TR,West Tripura,meta,population,917534
8471,TR,West Tripura,meta,tested,2/2/2021
8472,TR,West Tripura,total,confirmed,32351
8473,TR,West Tripura,total,deceased,420
8474,TR,West Tripura,total,other,43
8475,TR,West Tripura,total,recovered,31817
8476,TR,West Tripura,total,tested,202939
8477,TR,West Tripura,total,vaccinated1,676784
8478,TR,West Tripura,total,vaccinated2,470030
8479,UP,Agra,delta,vaccinated1,178
8480,UP,Agra,delta,vaccinated2,265
8481,UP,Agra,delta21_14,confirmed,3
8482,UP,Agra,delta7,recovered,2
8483,UP,Agra,delta7,vaccinated1,23657
8484,UP,Agra,delta7,vaccinated2,42953
8485,UP,Agra,meta,population,4380793
8486,UP,Agra,meta,tested,1/31/2021
8487,UP,Agra,total,confirmed,25765
8488,UP,Agra,total,deceased,457
8489,UP,Agra,total,recovered,25308
8490,UP,Agra,total,tested,491361
8491,UP,Agra,total,vaccinated1,2172907
8492,UP,Agra,total,vaccinated2,746386
8493,UP,Aligarh,delta,vaccinated1,9
8494,UP,Aligarh,delta,vaccinated2,25
8495,UP,Aligarh,delta21_14,confirmed,2
8496,UP,Aligarh,delta7,vaccinated1,34650
8497,UP,Aligarh,delta7,vaccinated2,57576
8498,UP,Aligarh,meta,population,3673849
8499,UP,Aligarh,meta,tested,1/31/2021
8500,UP,Aligarh,total,confirmed,21280
8501,UP,Aligarh,total,deceased,108
8502,UP,Aligarh,total,recovered,21172
8503,UP,Aligarh,total,tested,482825
8504,UP,Aligarh,total,vaccinated1,1589498
8505,UP,Aligarh,total,vaccinated2,498586
8506,UP,Ambedkar Nagar,delta,vaccinated1,138
8507,UP,Ambedkar Nagar,delta,vaccinated2,145
8508,UP,Ambedkar Nagar,delta7,confirmed,1
8509,UP,Ambedkar Nagar,delta7,vaccinated1,21528
8510,UP,Ambedkar Nagar,delta7,vaccinated2,32042
8511,UP,Ambedkar Nagar,meta,population,2398709
8512,UP,Ambedkar Nagar,meta,tested,1/31/2021
8513,UP,Ambedkar Nagar,total,confirmed,5040
8514,UP,Ambedkar Nagar,total,deceased,152
8515,UP,Ambedkar Nagar,total,recovered,4885
8516,UP,Ambedkar Nagar,total,tested,123151
8517,UP,Ambedkar Nagar,total,vaccinated1,1135268
8518,UP,Ambedkar Nagar,total,vaccinated2,349925
8519,UP,Amethi,delta,vaccinated1,165
8520,UP,Amethi,delta,vaccinated2,11
8521,UP,Amethi,delta21_14,confirmed,7
8522,UP,Amethi,delta7,recovered,2
8523,UP,Amethi,delta7,vaccinated1,19777
8524,UP,Amethi,delta7,vaccinated2,37617
8525,UP,Amethi,meta,population,2549935
8526,UP,Amethi,meta,tested,1/31/2021
8527,UP,Amethi,total,confirmed,9972
8528,UP,Amethi,total,deceased,143
8529,UP,Amethi,total,recovered,9828
8530,UP,Amethi,total,tested,267014
8531,UP,Amethi,total,vaccinated1,1015454
8532,UP,Amethi,total,vaccinated2,375261
8533,UP,Amroha,delta,vaccinated1,6
8534,UP,Amroha,delta,vaccinated2,8
8535,UP,Amroha,delta7,vaccinated1,16080
8536,UP,Amroha,delta7,vaccinated2,23048
8537,UP,Amroha,meta,population,1838771
8538,UP,Amroha,meta,tested,1/13/2021
8539,UP,Amroha,total,confirmed,16616
8540,UP,Amroha,total,deceased,203
8541,UP,Amroha,total,recovered,16412
8542,UP,Amroha,total,tested,254038
8543,UP,Amroha,total,vaccinated1,871164
8544,UP,Amroha,total,vaccinated2,265607
8545,UP,Auraiya,delta21_14,confirmed,1
8546,UP,Auraiya,delta7,vaccinated1,6878
8547,UP,Auraiya,delta7,vaccinated2,16443
8548,UP,Auraiya,meta,population,1372287
8549,UP,Auraiya,meta,tested,1/10/2021
8550,UP,Auraiya,total,confirmed,10090
8551,UP,Auraiya,total,deceased,203
8552,UP,Auraiya,total,recovered,9887
8553,UP,Auraiya,total,tested,107079
8554,UP,Auraiya,total,vaccinated1,614711
8555,UP,Auraiya,total,vaccinated2,180775
8556,UP,Ayodhya,delta,vaccinated1,217
8557,UP,Ayodhya,delta,vaccinated2,452
8558,UP,Ayodhya,delta7,recovered,1
8559,UP,Ayodhya,delta7,vaccinated1,26036
8560,UP,Ayodhya,delta7,vaccinated2,37279
8561,UP,Ayodhya,meta,population,2468371
8562,UP,Ayodhya,meta,tested,1/31/2021
8563,UP,Ayodhya,total,confirmed,16919
8564,UP,Ayodhya,total,deceased,290
8565,UP,Ayodhya,total,recovered,16629
8566,UP,Ayodhya,total,tested,376735
8567,UP,Ayodhya,total,vaccinated1,1270889
8568,UP,Ayodhya,total,vaccinated2,418182
8569,UP,Azamgarh,delta,vaccinated1,1764
8570,UP,Azamgarh,delta,vaccinated2,3111
8571,UP,Azamgarh,delta7,confirmed,2
8572,UP,Azamgarh,delta7,vaccinated1,41754
8573,UP,Azamgarh,delta7,vaccinated2,63205
8574,UP,Azamgarh,meta,population,4616509
8575,UP,Azamgarh,meta,tested,12/27/2020
8576,UP,Azamgarh,total,confirmed,17906
8577,UP,Azamgarh,total,deceased,228
8578,UP,Azamgarh,total,recovered,17675
8579,UP,Azamgarh,total,tested,12474
8580,UP,Azamgarh,total,vaccinated1,2165409
8581,UP,Azamgarh,total,vaccinated2,643824
8582,UP,Baghpat,delta,vaccinated1,10
8583,UP,Baghpat,delta,vaccinated2,52
8584,UP,Baghpat,delta7,vaccinated1,7829
8585,UP,Baghpat,delta7,vaccinated2,24151
8586,UP,Baghpat,meta,population,1302156
8587,UP,Baghpat,meta,tested,1/31/2021
8588,UP,Baghpat,total,confirmed,9132
8589,UP,Baghpat,total,deceased,141
8590,UP,Baghpat,total,recovered,8991
8591,UP,Baghpat,total,tested,327192
8592,UP,Baghpat,total,vaccinated1,692255
8593,UP,Baghpat,total,vaccinated2,337171
8594,UP,Bahraich,delta,vaccinated1,648
8595,UP,Bahraich,delta,vaccinated2,1565
8596,UP,Bahraich,delta7,vaccinated1,54069
8597,UP,Bahraich,delta7,vaccinated2,106010
8598,UP,Bahraich,meta,population,2384239
8599,UP,Bahraich,meta,tested,1/31/2021
8600,UP,Bahraich,total,confirmed,11549
8601,UP,Bahraich,total,deceased,178
8602,UP,Bahraich,total,recovered,11371
8603,UP,Bahraich,total,tested,308225
8604,UP,Bahraich,total,vaccinated1,1752196
8605,UP,Bahraich,total,vaccinated2,642554
8606,UP,Ballia,delta,vaccinated1,86
8607,UP,Ballia,delta,vaccinated2,170
8608,UP,Ballia,delta7,vaccinated1,29248
8609,UP,Ballia,delta7,vaccinated2,48334
8610,UP,Ballia,meta,population,3223642
8611,UP,Ballia,meta,tested,1/31/2021
8612,UP,Ballia,total,confirmed,21610
8613,UP,Ballia,total,deceased,234
8614,UP,Ballia,total,recovered,21376
8615,UP,Ballia,total,tested,267420
8616,UP,Ballia,total,vaccinated1,1433455
8617,UP,Ballia,total,vaccinated2,388341
8618,UP,Balrampur,delta,confirmed,1
8619,UP,Balrampur,delta,vaccinated1,747
8620,UP,Balrampur,delta,vaccinated2,630
8621,UP,Balrampur,delta21_14,confirmed,1
8622,UP,Balrampur,delta7,confirmed,2
8623,UP,Balrampur,delta7,vaccinated1,21033
8624,UP,Balrampur,delta7,vaccinated2,56322
8625,UP,Balrampur,meta,population,2149066
8626,UP,Balrampur,meta,tested,1/31/2021
8627,UP,Balrampur,total,confirmed,7494
8628,UP,Balrampur,total,deceased,138
8629,UP,Balrampur,total,recovered,7354
8630,UP,Balrampur,total,tested,276237
8631,UP,Balrampur,total,vaccinated1,995084
8632,UP,Balrampur,total,vaccinated2,438892
8633,UP,Banda,delta,vaccinated1,486
8634,UP,Banda,delta,vaccinated2,432
8635,UP,Banda,delta7,confirmed,1
8636,UP,Banda,delta7,vaccinated1,38560
8637,UP,Banda,delta7,vaccinated2,36938
8638,UP,Banda,meta,population,1799541
8639,UP,Banda,meta,tested,1/10/2021
8640,UP,Banda,total,confirmed,10992
8641,UP,Banda,total,deceased,158
8642,UP,Banda,total,recovered,10832
8643,UP,Banda,total,tested,303185
8644,UP,Banda,total,vaccinated1,795903
8645,UP,Banda,total,vaccinated2,236840
8646,UP,Barabanki,delta,vaccinated1,11
8647,UP,Barabanki,delta,vaccinated2,44
8648,UP,Barabanki,delta7,confirmed,1
8649,UP,Barabanki,delta7,vaccinated1,51121
8650,UP,Barabanki,delta7,vaccinated2,59870
8651,UP,Barabanki,meta,population,3257983
8652,UP,Barabanki,meta,tested,1/30/2021
8653,UP,Barabanki,total,confirmed,19850
8654,UP,Barabanki,total,deceased,225
8655,UP,Barabanki,total,recovered,19624
8656,UP,Barabanki,total,tested,147422
8657,UP,Barabanki,total,vaccinated1,1589704
8658,UP,Barabanki,total,vaccinated2,448292
8659,UP,Bareilly,delta,vaccinated1,6458
8660,UP,Bareilly,delta,vaccinated2,255
8661,UP,Bareilly,delta21_14,confirmed,5
8662,UP,Bareilly,delta7,confirmed,1
8663,UP,Bareilly,delta7,recovered,1
8664,UP,Bareilly,delta7,vaccinated1,68245
8665,UP,Bareilly,delta7,vaccinated2,64148
8666,UP,Bareilly,meta,population,4465344
8667,UP,Bareilly,meta,tested,1/13/2021
8668,UP,Bareilly,total,confirmed,44028
8669,UP,Bareilly,total,deceased,377
8670,UP,Bareilly,total,recovered,43650
8671,UP,Bareilly,total,tested,465209
8672,UP,Bareilly,total,vaccinated1,2221830
8673,UP,Bareilly,total,vaccinated2,749751
8674,UP,Basti,delta,confirmed,1
8675,UP,Basti,delta,vaccinated1,3555
8676,UP,Basti,delta,vaccinated2,4769
8677,UP,Basti,delta7,confirmed,2
8678,UP,Basti,delta7,vaccinated1,24797
8679,UP,Basti,delta7,vaccinated2,39395
8680,UP,Basti,meta,population,2461056
8681,UP,Basti,meta,tested,1/31/2021
8682,UP,Basti,total,confirmed,11717
8683,UP,Basti,total,deceased,330
8684,UP,Basti,total,recovered,11385
8685,UP,Basti,total,tested,296570
8686,UP,Basti,total,vaccinated1,1189235
8687,UP,Basti,total,vaccinated2,399451
8688,UP,Bhadohi,delta,vaccinated1,6
8689,UP,Bhadohi,delta,vaccinated2,7
8690,UP,Bhadohi,delta21_14,confirmed,1
8691,UP,Bhadohi,delta7,recovered,1
8692,UP,Bhadohi,delta7,vaccinated1,15479
8693,UP,Bhadohi,delta7,vaccinated2,20211
8694,UP,Bhadohi,meta,population,1554203
8695,UP,Bhadohi,meta,tested,1/31/2021
8696,UP,Bhadohi,total,confirmed,7720
8697,UP,Bhadohi,total,deceased,163
8698,UP,Bhadohi,total,recovered,7557
8699,UP,Bhadohi,total,tested,119023
8700,UP,Bhadohi,total,vaccinated1,793094
8701,UP,Bhadohi,total,vaccinated2,244431
8702,UP,Bijnor,delta,vaccinated1,-1
8703,UP,Bijnor,delta,vaccinated2,1
8704,UP,Bijnor,delta7,vaccinated1,27491
8705,UP,Bijnor,delta7,vaccinated2,53680
8706,UP,Bijnor,meta,population,3683896
8707,UP,Bijnor,meta,tested,1/30/2021
8708,UP,Bijnor,total,confirmed,14794
8709,UP,Bijnor,total,deceased,126
8710,UP,Bijnor,total,recovered,14668
8711,UP,Bijnor,total,tested,312985
8712,UP,Bijnor,total,vaccinated1,1756682
8713,UP,Bijnor,total,vaccinated2,600482
8714,UP,Budaun,delta,vaccinated1,581
8715,UP,Budaun,delta,vaccinated2,417
8716,UP,Budaun,delta7,vaccinated1,53729
8717,UP,Budaun,delta7,vaccinated2,43678
8718,UP,Budaun,meta,population,3712738
8719,UP,Budaun,meta,tested,1/23/2021
8720,UP,Budaun,total,confirmed,14941
8721,UP,Budaun,total,deceased,98
8722,UP,Budaun,total,recovered,14843
8723,UP,Budaun,total,tested,224207
8724,UP,Budaun,total,vaccinated1,1408673
8725,UP,Budaun,total,vaccinated2,364360
8726,UP,Bulandshahr,delta,vaccinated1,2
8727,UP,Bulandshahr,delta,vaccinated2,46
8728,UP,Bulandshahr,delta7,deceased,1
8729,UP,Bulandshahr,delta7,vaccinated1,18195
8730,UP,Bulandshahr,delta7,vaccinated2,42644
8731,UP,Bulandshahr,meta,population,3498507
8732,UP,Bulandshahr,meta,tested,12/7/2020
8733,UP,Bulandshahr,total,confirmed,20215
8734,UP,Bulandshahr,total,deceased,243
8735,UP,Bulandshahr,total,recovered,19972
8736,UP,Bulandshahr,total,tested,269090
8737,UP,Bulandshahr,total,vaccinated1,1647985
8738,UP,Bulandshahr,total,vaccinated2,646236
8739,UP,Chandauli,delta,vaccinated1,192
8740,UP,Chandauli,delta,vaccinated2,395
8741,UP,Chandauli,delta7,recovered,1
8742,UP,Chandauli,delta7,vaccinated1,19998
8743,UP,Chandauli,delta7,vaccinated2,31247
8744,UP,Chandauli,meta,population,1952713
8745,UP,Chandauli,meta,tested,1/31/2021
8746,UP,Chandauli,total,confirmed,16208
8747,UP,Chandauli,total,deceased,356
8748,UP,Chandauli,total,recovered,15852
8749,UP,Chandauli,total,tested,211249
8750,UP,Chandauli,total,vaccinated1,939599
8751,UP,Chandauli,total,vaccinated2,238646
8752,UP,Chitrakoot,delta,vaccinated1,329
8753,UP,Chitrakoot,delta,vaccinated2,536
8754,UP,Chitrakoot,delta7,vaccinated1,13007
8755,UP,Chitrakoot,delta7,vaccinated2,16383
8756,UP,Chitrakoot,meta,population,990626
8757,UP,Chitrakoot,meta,tested,1/10/2021
8758,UP,Chitrakoot,total,confirmed,7110
8759,UP,Chitrakoot,total,deceased,79
8760,UP,Chitrakoot,total,recovered,7031
8761,UP,Chitrakoot,total,tested,234060
8762,UP,Chitrakoot,total,vaccinated1,447303
8763,UP,Chitrakoot,total,vaccinated2,129157
8764,UP,Deoria,delta,vaccinated1,81
8765,UP,Deoria,delta,vaccinated2,167
8766,UP,Deoria,delta7,vaccinated1,29495
8767,UP,Deoria,delta7,vaccinated2,67895
8768,UP,Deoria,meta,population,3098637
8769,UP,Deoria,meta,tested,1/31/2021
8770,UP,Deoria,total,confirmed,20223
8771,UP,Deoria,total,deceased,220
8772,UP,Deoria,total,recovered,20003
8773,UP,Deoria,total,tested,304520
8774,UP,Deoria,total,vaccinated1,1597034
8775,UP,Deoria,total,vaccinated2,537293
8776,UP,Etah,delta,vaccinated1,475
8777,UP,Etah,delta,vaccinated2,170
8778,UP,Etah,delta7,vaccinated1,16622
8779,UP,Etah,delta7,vaccinated2,25756
8780,UP,Etah,meta,population,1761152
8781,UP,Etah,meta,tested,1/31/2021
8782,UP,Etah,total,confirmed,9968
8783,UP,Etah,total,deceased,99
8784,UP,Etah,total,recovered,9868
8785,UP,Etah,total,tested,263295
8786,UP,Etah,total,vaccinated1,788675
8787,UP,Etah,total,vaccinated2,213371
8788,UP,Etawah,delta,vaccinated1,873
8789,UP,Etawah,delta,vaccinated2,984
8790,UP,Etawah,delta7,vaccinated1,52312
8791,UP,Etawah,delta7,vaccinated2,35349
8792,UP,Etawah,meta,population,1579160
8793,UP,Etawah,meta,tested,1/10/2021
8794,UP,Etawah,total,confirmed,13933
8795,UP,Etawah,total,deceased,293
8796,UP,Etawah,total,recovered,13640
8797,UP,Etawah,total,tested,297761
8798,UP,Etawah,total,vaccinated1,708258
8799,UP,Etawah,total,vaccinated2,253661
8800,UP,Farrukhabad,delta,vaccinated1,81
8801,UP,Farrukhabad,delta,vaccinated2,439
8802,UP,Farrukhabad,delta7,confirmed,1
8803,UP,Farrukhabad,delta7,vaccinated1,15703
8804,UP,Farrukhabad,delta7,vaccinated2,28433
8805,UP,Farrukhabad,meta,population,1887577
8806,UP,Farrukhabad,meta,tested,1/10/2021
8807,UP,Farrukhabad,total,confirmed,10348
8808,UP,Farrukhabad,total,deceased,194
8809,UP,Farrukhabad,total,recovered,10153
8810,UP,Farrukhabad,total,tested,231856
8811,UP,Farrukhabad,total,vaccinated1,833824
8812,UP,Farrukhabad,total,vaccinated2,229745
8813,UP,Fatehpur,delta,vaccinated1,53
8814,UP,Fatehpur,delta,vaccinated2,168
8815,UP,Fatehpur,delta7,confirmed,1
8816,UP,Fatehpur,delta7,vaccinated1,13675
8817,UP,Fatehpur,delta7,vaccinated2,42615
8818,UP,Fatehpur,meta,population,2632684
8819,UP,Fatehpur,meta,tested,1/10/2021
8820,UP,Fatehpur,total,confirmed,6814
8821,UP,Fatehpur,total,deceased,139
8822,UP,Fatehpur,total,recovered,6674
8823,UP,Fatehpur,total,tested,82928
8824,UP,Fatehpur,total,vaccinated1,1246314
8825,UP,Fatehpur,total,vaccinated2,410120
8826,UP,Firozabad,delta,vaccinated1,5881
8827,UP,Firozabad,delta,vaccinated2,3105
8828,UP,Firozabad,delta7,vaccinated1,66838
8829,UP,Firozabad,delta7,vaccinated2,47728
8830,UP,Firozabad,meta,population,2496761
8831,UP,Firozabad,meta,tested,1/31/2021
8832,UP,Firozabad,total,confirmed,8720
8833,UP,Firozabad,total,deceased,135
8834,UP,Firozabad,total,recovered,8585
8835,UP,Firozabad,total,tested,322656
8836,UP,Firozabad,total,vaccinated1,1005224
8837,UP,Firozabad,total,vaccinated2,328351
8838,UP,Gautam Buddha Nagar,delta,confirmed,1
8839,UP,Gautam Buddha Nagar,delta,recovered,2
8840,UP,Gautam Buddha Nagar,delta,vaccinated1,100
8841,UP,Gautam Buddha Nagar,delta,vaccinated2,816
8842,UP,Gautam Buddha Nagar,delta21_14,confirmed,11
8843,UP,Gautam Buddha Nagar,delta7,confirmed,6
8844,UP,Gautam Buddha Nagar,delta7,recovered,13
8845,UP,Gautam Buddha Nagar,delta7,vaccinated1,22023
8846,UP,Gautam Buddha Nagar,delta7,vaccinated2,43162
8847,UP,Gautam Buddha Nagar,meta,population,1674714
8848,UP,Gautam Buddha Nagar,meta,tested,1/24/2021
8849,UP,Gautam Buddha Nagar,total,confirmed,63353
8850,UP,Gautam Buddha Nagar,total,deceased,467
8851,UP,Gautam Buddha Nagar,total,recovered,62876
8852,UP,Gautam Buddha Nagar,total,tested,675396
8853,UP,Gautam Buddha Nagar,total,vaccinated1,1799728
8854,UP,Gautam Buddha Nagar,total,vaccinated2,974353
8855,UP,Ghaziabad,delta,confirmed,1
8856,UP,Ghaziabad,delta,vaccinated1,3698
8857,UP,Ghaziabad,delta,vaccinated2,4330
8858,UP,Ghaziabad,delta21_14,confirmed,4
8859,UP,Ghaziabad,delta7,confirmed,3
8860,UP,Ghaziabad,delta7,recovered,2
8861,UP,Ghaziabad,delta7,vaccinated1,47837
8862,UP,Ghaziabad,delta7,vaccinated2,71692
8863,UP,Ghaziabad,meta,population,4661452
8864,UP,Ghaziabad,meta,tested,1/24/2021
8865,UP,Ghaziabad,total,confirmed,55673
8866,UP,Ghaziabad,total,deceased,461
8867,UP,Ghaziabad,total,recovered,55207
8868,UP,Ghaziabad,total,tested,712611
8869,UP,Ghaziabad,total,vaccinated1,2247039
8870,UP,Ghaziabad,total,vaccinated2,1071908
8871,UP,Ghazipur,delta,vaccinated1,241
8872,UP,Ghazipur,delta,vaccinated2,524
8873,UP,Ghazipur,delta21_14,confirmed,1
8874,UP,Ghazipur,delta7,recovered,2
8875,UP,Ghazipur,delta7,vaccinated1,22615
8876,UP,Ghazipur,delta7,vaccinated2,43797
